Bytes,Composer,UnitPrice,Name,Milliseconds,Title
5510424,"U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann",0.99,Balls to the Wall,342562,Balls to the Wall
10869391,"Steven Tyler, Tom Hamilton",0.99,Janie's Got A Gun,330736,Big Ones
12504234,KC Porter & JB Eckl,0.99,Primavera,378618,Supernatural
29008407,"Terry Bozzio, Steve Stevens, Tony Levin",0.99,The Sun Road,880640,[1997] Black Light Syndrome
17455568,"Terry Bozzio, Steve Stevens, Tony Levin",0.99,Chaos-Control,529841,[1997] Black Light Syndrome
12047978,Chris Robinson/Rich Robinson,0.99,Cursed Diamonds,368300,Live [Disc 1]
12227998,Chris Robinson/Rich Robinson,0.99,High Head Blues,371879,Live [Disc 2]
6786304,A.Isbell/A.Jones/O.Redding,0.99,Hard To Handle,206994,Live [Disc 2]
7883532,Joe Strummer/Mick Jones,0.99,(White Man) In Hammersmith Palais,240640,The Singles
9067323,Joe Strummer/Mick Jones,0.99,Bankrobber,272431,The Singles
7361500,The Clash,0.99,Rock The Casbah,222145,The Singles
9742361,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,0.99,Breathe,299781,Beyond Good And Evil
9981359,Billy Duffy/Ian Astbury,0.99,True Believers,308009,Beyond Good And Evil
7935898,,0.99,Seis Da Tarde,238445,The Best of Ed Motta
8412167,,0.99,Love Removal Machine,257619,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
6889883,,0.99,Sweet Soul Sister,212009,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
4663988,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",0.99,I Looked At You,142080,The Doors
8227075,G M Sumner,0.99,"De Do Do Do, De Da Da Da",247196,The Police Greatest Hits
5855836,Jerry Ragavoy,0.99,Time Is On My Side,179983,"Hot Rocks, 1964-1971 (Disc 1)"
7371799,Jagger/Richards,0.99,Under My Thumb,221387,"Hot Rocks, 1964-1971 (Disc 1)"
10725160,Jagger/Richards,0.99,Saint Of Me,325694,No Security
7162159,Jagger/Richards,0.99,You Got Me Rocking,215928,Voodoo Lounge
8920566,Jagger/Richards,0.99,Suck On The Jugular,268225,Voodoo Lounge
11299407,The Tea Party,0.99,Sister Awake,343875,Tangents
11254474,Miles Davis,0.99,Compulsion,345025,The Essential Miles Davis [Disc 1]
9082773,The Tea Party,0.99,Life Line,277786,Tangents
9601786,The Tea Party,0.99,Babylon,292466,Transmission
4835202,John Entwistle,0.99,Boris The Spider,149472,My Generation - The Very Best Of The Who
8078418,Pete Townshend,0.99,Let's See Action,243513,My Generation - The Very Best Of The Who
5184891,Tim Maia,0.99,Música No Ar,158511,Serie Sem Limite (Disc 1)
3827629,Carlos Imperial/Edardo Araújo,0.99,Salve Nossa Senhora,115461,Serie Sem Limite (Disc 1)
7971147,Genival Cassiano,0.99,Você Fugiu,238367,Serie Sem Limite (Disc 1)
5631446,Tim Maia,0.99,Compadre,171389,Serie Sem Limite (Disc 1)
7189874,Tim Maia,0.99,Réu Confesso,217391,Serie Sem Limite (Disc 1)
8380077,,0.99,Gostava Tanto De Você,253805,Serie Sem Limite (Disc 2)
7593713,Miles Davis,0.99,The Pan Piper,233769,The Essential Miles Davis [Disc 1]
5031797,,0.99,Não Quero Dinheiro,152607,Serie Sem Limite (Disc 2)
5204995,,0.99,A Festa Do Santo Reis,159791,Serie Sem Limite (Disc 2)
4581685,,0.99,Padre Cícero,139598,Serie Sem Limite (Disc 2)
6890327,,0.99,Balanço,209737,Serie Sem Limite (Disc 2)
10786578,Titãs,0.99,Comida,322612,Acústico
9868187,Titãs,0.99,Os Cegos Do Castelo,296829,Acústico
7148017,Titãs,0.99,Flores,215510,Acústico
1220930,Titãs,0.99,Cabeça Dinossauro,37120,Acústico
1124909,Titãs,0.99,Homem Primata (Vinheta),34168,Acústico
5678290,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,0.99,Sonifera Ilha,170684,Volume Dois
7955114,Miles Davis,0.99,Jean Pierre (Live),243461,The Essential Miles Davis [Disc 2]
6243967,Sérgio Britto,0.99,Amanhã Não Se Sabe,189440,Volume Dois
9138846,Nando Reis,0.99,Eu E Ela,276035,Volume Dois
475079441,,1.99,"Exodus, Pt. 1",2621708,"Battlestar Galactica, Season 3"
528499160,,1.99,Unfinished Business,2622038,"Battlestar Galactica, Season 3"
462818231,,1.99,A Day In the Life,2620245,"Battlestar Galactica, Season 3"
515671080,,1.99,Genesis,2611986,"Heroes, Season 1"
510058181,,1.99,Nothing to Hide,2605647,"Heroes, Season 1"
537111289,,1.99,Distractions,2590382,"Heroes, Season 1"
502663995,,1.99,Adrift,2564958,"Lost, Season 2"
500330548,,1.99,...And Found,2563833,"Lost, Season 2"
6185636,,0.99,Drum Boogie,191555,Up An' Atom
535256753,,1.99,The Other 48 Days,2610625,"Lost, Season 2"
487401604,,1.99,The 23rd Psalm,2610416,"Lost, Season 2"
518376636,,1.99,The Long Con,2679583,"Lost, Season 2"
495487014,,1.99,The Whole Truth,2610125,"Lost, Season 2"
517979269,,1.99,S.O.S.,2639541,"Lost, Season 2"
208667059,,1.99,Exodus (Part 2) [Season Finale],2605557,"Lost, Season 1"
8825399,U2,0.99,The Fly,268982,Achtung Baby
9800861,"Adam Clayton, Bono, Larry Mullen, The Edge",0.99,Walk On,296280,All That You Can't Leave Behind
6392710,U2,0.99,Spanish Eyes,196702,B-Sides 1980-1990
8027028,U2,0.99,Hallelujah Here She Comes,242364,B-Sides 1980-1990
6287531,,0.99,Lemon Drop,194089,Up An' Atom
11432026,"Adam Clayton, Bono, Larry Mullen & The Edge",0.99,City Of Blinding Lights,347951,How To Dismantle An Atomic Bomb
11583042,"Bono, The Edge, Adam Clayton, and Larry Mullen",0.99,Mofo,349178,Pop
8623572,"Dylan, Bob",0.99,All Along The Watchtower,264568,Rattle And Hum
11542247,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",0.99,I Still Haven't Found What I'm Looking for,353567,Rattle And Hum
1249764,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",0.99,Freedom For My People,38164,Rattle And Hum
8806361,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",0.99,Pride (In The Name Of Love),267807,Rattle And Hum
12508716,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",0.99,Love Rescue Me,384522,Rattle And Hum
9867748,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",0.99,Heartland,303360,Rattle And Hum
1385810,"Hendrix, Jimi",0.99,The Star Spangled Banner,43232,Rattle And Hum
12729820,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",0.99,All I Want Is You,390243,Rattle And Hum
6697510,,0.99,Showcase,201560,Up An' Atom
8491818,U2,0.99,New Year's Day,258925,The Best Of 1980-1990
11628058,U2,0.99,Bad,351817,The Best Of 1980-1990
6071385,U2 & Daragh O'Toole,0.99,Sweetest Thing,183066,The Best Of 1980-1990
19202252,U2 & Van Dyke Parks,0.99,All I Want Is You,591986,The Best Of 1980-1990
9365379,U2,0.99,Like A Song...,287294,War
7453704,U2,0.99,Red Light,225854,War
7942573,U2; Bono,0.99,Babyface,241998,Zooropa
7247651,U2; Bono,0.99,The First Time,225697,Zooropa
6790788,,0.99,Homely Girl,203833,UB40 The Best Of - Volume Two [UK]
11346114,,0.99,Bring Me Your Cup,341498,UB40 The Best Of - Volume Two [UK]
7541177,,0.99,Como É Duro Trabalhar,226168,Vinícius De Moraes - Sem Limite
6872314,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,0.99,Hang 'Em High,210259,Diver Down
1439530,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,0.99,Little Guitars (Intro),42240,Diver Down
7569506,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",0.99,Ain't Talkin' 'bout Love,228336,"The Best Of Van Halen, Vol. I"
6921784,"Edward Van Halen, Alex Van Halen, David Lee Roth",0.99,Panama,211853,"The Best Of Van Halen, Vol. I"
8107896,Van Halen,0.99,Can't Stop Loving You,248502,"The Best Of Van Halen, Vol. I"
5194092,Ray Davies,0.99,You Really Got Me,158589,Van Halen
3495897,Van Halen,0.99,Neworld,105639,Van Halen III
2812555,Van Halen,0.99,Primary,86987,Van Halen III
7237986,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",0.99,Headspace,223033,Contraband
7426757,,0.99,Tudo Na Mais Santa Paz,222406,Vinicius De Moraes
5399626,,0.99,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),163970,Vozes do MPB
7357840,,0.99,Samba Do Jato,220813,Vinicius De Moraes
8162193,Vandenberg,0.99,Now You're Gone,251141,Greatest Hits
8082036,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,0.99,Faixa Amarela,240692,Ao Vivo [IMPORT]
5332668,Aldir Blanc/Jayme Vignoli,0.99,Sem Essa de Malandro Agulha,158484,Ao Vivo [IMPORT]
11120708,Carlinhos Santana/Nelson Rufino,0.99,Verdade,332826,Ao Vivo [IMPORT]
257879716,,1.99,Diversity Day,1306416,"The Office, Season 1"
249205209,,1.99,Halloween,1315333,"The Office, Season 2"
256477011,,1.99,The Carpet,1264375,"The Office, Season 2"
276942637,,1.99,Gay Witch Hunt,1326534,"The Office, Season 3"
515301752,,1.99,"A Benihana Christmas, Pts. 1 & 2",2519436,"The Office, Season 3"
7074167,"Steven Tyler, Jim Vallance",0.99,Deuces Are Wild,215875,Big Ones
3836641,,0.99,As Rosas Não Falam (Beth Carvalho),116767,Vozes do MPB
487881159,,1.99,How to Stop an Exploding Man,2687103,"Heroes, Season 1"
1059546140,,1.99,Through a Looking Glass,5088838,"Lost, Season 3"
5126563,"Page, Jones",0.99,Your Time Is Gonna Come,310774,Un-Led-Ed
521387924,,1.99,"Battlestar Galactica, Pt. 2",2956081,"Battlestar Galactica (Classic), Season 1"
537812711,,1.99,"Lost Planet of the Gods, Pt. 1",2922547,"Battlestar Galactica (Classic), Season 1"
558872190,,1.99,The Lost Warrior,2920045,"Battlestar Galactica (Classic), Season 1"
540980196,,1.99,"The Gun On Ice Planet Zero, Pt. 1",2907615,"Battlestar Galactica (Classic), Season 1"
570152232,,1.99,The Magnificent Warriors,2924716,"Battlestar Galactica (Classic), Season 1"
503641007,,1.99,"The Living Legend, Pt. 1",2924507,"Battlestar Galactica (Classic), Season 1"
487899692,,1.99,"War of the Gods, Pt. 2",2923381,"Battlestar Galactica (Classic), Season 1"
5105874,J. C. Fogerty,0.99,Green River,154279,"Chronicle, Vol. 1"
527842860,,1.99,"Greetings from Earth, Pt. 2",2903778,"Battlestar Galactica (Classic), Season 1"
536583079,,1.99,The Hand of God,2924007,"Battlestar Galactica (Classic), Season 1"
3150090,,0.99,Instant Karma,193188,Instant Karma: The Amnesty International Campaign to Save Darfur
4556003,,0.99,Cold Turkey,281424,Instant Karma: The Amnesty International Campaign to Save Darfur
2612788,,0.99,"Oh, My Love",159473,Instant Karma: The Amnesty International Campaign to Save Darfur
3562542,,0.99,Imagine,219078,Instant Karma: The Amnesty International Campaign to Save Darfur
3506308,,0.99,[Just Like] Starting Over,215549,Instant Karma: The Amnesty International Campaign to Save Darfur
6315916,,0.99,Fairies Wear Boots,392764,Speak of the Devil
5373633,,0.99,"Sabbath, Bloody Sabbath",333622,Speak of the Devil
5654493,,0.99,Loving You Sunday Morning,339125,20th Century Masters - The Millennium Collection: The Best of Scorpions
7945235,J. C. Fogerty,0.99,Someday Never Comes,239360,"Chronicle, Vol. 1"
4811894,,0.99,Tease Me Please Me,287229,20th Century Masters - The Millennium Collection: The Best of Scorpions
8667599,E. Schrody/L. Dimant,0.99,Top O' The Morning To Ya,216633,House of Pain
9537994,E. Schrody/L. Muggerud,0.99,Guess Who's Back,238393,House of Pain
9598588,E. Schrody/R. Medrano,0.99,Feel It,239908,House of Pain
8495217,,0.99,Um Lugar ao Sol,212323,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro
8874509,,0.99,Chega no Suingue,221805,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro
516934914,,1.99,The Economist,2609025,"LOST, Season 4"
4615841,Habib Koité,0.99,Din Din Wo (Little Child),285837,Muso Ko
484711353,,1.99,Something Nice Back Home,2612779,"LOST, Season 4"
5177612,,0.99,Call Me a Dog,304458,Temple of the Dog
9302129,J.C. Fogerty,0.99,Walking On The Water,281286,"Chronicle, Vol. 2"
4207769,Chris Cornell,0.99,Safe and Sound,256764,Carry On
4476203,Chris Cornell,0.99,Disappearing Act,273320,Carry On
4465399,,0.99,Shape of Things to Come,274597,Revelations
4438393,Johann Pachelbel,0.99,Canon and Gigue in D Major: I. Canon,271788,Pachelbel: Canon & Gigue
10085867,Franz Joseph Haydn,0.99,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",306687,Haydn: Symphonies 99 - 104
8547876,Gustav Holst,0.99,"Jupiter, the Bringer of Jollity",522099,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies"
8916313,Nikolai Rimsky-Korsakov,0.99,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",545203,Scheherazade
4310896,John Adams,0.99,Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,254930,"Adams, John: The Chairman Dances"
3416878,,0.99,Rehab,213240,Back to Black
4133694,,0.99,You Know I'm No Good,256946,Back to Black
7986637,J.C. Fogerty,0.99,"Suzie-Q, Pt. 2",244114,"Chronicle, Vol. 2"
2449438,,0.99,Me & Mr. Jones,151706,Back to Black
3852953,Mark Ronson,0.99,Back to Black,240320,Back to Black
2996598,Nickolas Ashford & Valerie Simpson,0.99,Tears Dry On Their Own,185293,Back to Black
2304465,,0.99,Some Unholy War,141520,Back to Black
3260658,,0.99,You Know I'm No Good (feat. Ghostface Killah),202320,Back to Black
3832165,,0.99,Intro / Stronger Than Me,234200,Frank
3324343,Salaam Remi,0.99,F**k Me Pumps,200253,Frank
3281526,Luke Smith,0.99,Take the Box,199160,Frank
10564704,"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",0.99,Amy Amy Amy (Outro),663426,Frank
6497867,,0.99,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",387826,Mendelssohn: A Midsummer Night's Dream
5348175,J.C. Fogerty,0.99,Good Golly Miss Molly,163604,"Chronicle, Vol. 2"
9273123,Henryk Górecki,0.99,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",567494,Górecki: Symphony No. 3
6129146,Kurt Weill,0.99,Symphony No. 2: III. Allegro vivace,376510,Weill: The Seven Deadly Sins
5548755,Karol Szymanowski,0.99,"Metopes, Op. 29: Calypso",333669,"Szymanowski: Piano Works, Vol. 1"
4718950,,0.99,Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,286741,Respighi:Pines of Rome
6852860,"Angus Young, Malcolm Young, Brian Johnson",0.99,Inject The Venom,210834,For Those About To Rock We Salute You
8817038,"Angus Young, Malcolm Young, Brian Johnson",0.99,Spellbound,270863,For Those About To Rock We Salute You
12066294,AC/DC,0.99,Overdose,369319,Let There Be Rock
10144730,"Steven Tyler, Joe Perry, Desmond Child",0.99,What It Takes,310622,Big Ones
9675875,J.C. Fogerty,0.99,Wrote A Song For Everyone,296385,"Chronicle, Vol. 2"
9375567,Alanis Morissette & Glenn Ballard,0.99,All I Really Want,284891,Jagged Little Pill
7824837,Alanis Morissette & Glenn Ballard,0.99,You Learn,239699,Jagged Little Pill
11316328,Jerry Cantrell,0.99,Sea Of Sorrow,349831,Facelift
7937731,"Jerry Cantrell, Layne Staley",0.99,Real Thing,243879,Facelift
7121735,,0.99,Falando De Amor,219663,Warner 25 Anos
10422447,Apocalyptica,0.99,The Unforgiven,322925,Plays Metallica By Four Cellos
7059624,Audioslave/Chris Cornell,0.99,Like a Stone,294034,Audioslave
7622615,Audioslave/Chris Cornell,0.99,The Last Remaining Light,317492,Audioslave
8944205,"Cornell, Commerford, Morello, Wilk",0.99,Yesterday To Tomorrow,273763,Out Of Exile
2247846,Eddie Cochran/Jerry Capehart,0.99,C'Mon Everybody,140199,BackBeat Soundtrack
5919224,J.C. Fogerty,0.99,Cotton Fields,178181,"Chronicle, Vol. 2"
8217867,Billy Cobham,0.99,"Spanish moss-""A sound portrait""-Spanish moss",248084,The Best Of Billy Cobham
7726948,,0.99,All For You,235833,Alcohol Fueled Brewtality Live! [Disc 1]
11965109,,0.99,The Begining... At Last,365662,Alcohol Fueled Brewtality Live! [Disc 1]
12029390,,0.99,N.I.B.,368770,Black Sabbath
10813386,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,Snowblind,331676,Black Sabbath Vol. 4 (Remaster)
211997,,0.99,A Statistic,6373,Body Count
8022764,Roy Z,0.99,Chemical Wedding,246177,Chemical Wedding
9435693,Roy Z,0.99,The Tower,285257,Chemical Wedding
8854240,Adrian Smith,0.99,Killing Floor,269557,Chemical Wedding
8627004,Roy Z,0.99,Gates Of Urizen,265351,Chemical Wedding
4366455,J.C. Fogerty,0.99,Don't Look Now,131918,"Chronicle, Vol. 2"
11820908,Roy Z,0.99,Trupets Of Jericho,359131,Chemical Wedding
16545657,Roy Z,0.99,The Alchemist,509413,Chemical Wedding
4604995,Eurreal Montgomery,0.99,First Time I Met The Blues,140434,The Best Of Buddy Guy - The Millenium Collection
14184984,Buddy Guy,0.99,Stone Crazy,433397,The Best Of Buddy Guy - The Millenium Collection
7685363,Al Perkins/Willie Dixon,0.99,When My Left Eye Jumps,235311,The Best Of Buddy Guy - The Millenium Collection
6022698,Robert Geddins/Ron Badger/Sheldon Feinberg,0.99,My Time After Awhile,182491,The Best Of Buddy Guy - The Millenium Collection
3225364,Tradicional,0.99,Prenda Minha,99369,Prenda Minha
2752161,Caetano Veloso,0.99,"Texto ""Verdade Tropical""",84088,Prenda Minha
5924159,Chico Buarque,0.99,Carolina,181812,Prenda Minha
10003747,Caetano Veloso - Djavan,0.99,Linha Do Equador,299337,Prenda Minha
6815126,J.C. Fogerty,0.99,Before You Accuse Me,207804,"Chronicle, Vol. 2"
9411272,Fausto Nilo - Armandinho,0.99,Vida Boa,281730,Prenda Minha
12359161,,0.99,Vai Passar,369763,Minha Historia
6373932,,0.99,Morena De Angola,186801,Minha Historia
8778172,,0.99,Meu Caro Amigo,260257,Minha Historia
1103013,Chico Science,0.99,Mateus Enter,33149,Afrociberdelia
7541688,Chico Science,0.99,Samba Do Lado,227317,Afrociberdelia
4272821,Chico Science,0.99,Um Satélite Na Cabeça,126615,Afrociberdelia
5881293,Chico Science,0.99,Amor De Muito,175333,Afrociberdelia
8147224,,0.99,Banditismo Por Uma Questa,243644,Da Lama Ao Caos
2901397,,0.99,Maracatu De Tiro Certeiro,88868,Da Lama Ao Caos
9989331,"Steven Tyler, Desmond Child",0.99,Angel,307617,Big Ones
12713813,J.C. Fogerty,0.99,Pagan Baby,385619,"Chronicle, Vol. 2"
6455080,Herbert Vianna,0.99,Soldado Da Paz,194220,Acústico MTV [Live]
5748424,Bino Farias/Da Gamma/Lazão/Rás Bernard,0.99,Pensamento,173008,Acústico MTV [Live]
8189093,Bino/Da Gama/Ras Bernardo,0.99,Falar A Verdade,244950,Cidade Negra - Hits
7029400,Fausto Nilo/Moraes Moreira/Pepeu Gomes,0.99,Eu Também Quero Beijar,211147,Cidade Negra - Hits
8873358,,0.99,Felicidade Urgente,266605,Na Pista
6457752,Luiz Wanderley/Paulo Levi,0.99,Levada do Amor (Ailoviu),190093,Axé Bahia 2001
6287257,Jimmy Page/John Bonham/John Paul Jones,0.99,Communication Breakdown,192653,BBC Sessions [Disc 1] [Live]
12377615,Willie Dixon,0.99,I Can't Quit You Baby(2),380551,BBC Sessions [Disc 1] [Live]
22080051,Frank Zappa,0.99,Advance Romance,677694,Bongo Fury
9633755,,0.99,Camisa Verde 2001,283454,Carnaval 2001
11260814,J.C. Fogerty,0.99,Born To Move,342804,"Chronicle, Vol. 2"
8255254,Jorge Ben,0.99,Mas Que Nada,248398,Chill: Brazil (Disc 1)
6191752,Luiz Melodia/Ricardo Augusto,0.99,Mistério da Raça,184320,Chill: Brazil (Disc 1)
10344491,Vários,0.99,Tarde Em Itapoã,313704,Chill: Brazil (Disc 2)
7819755,Vários,0.99,Um Jantar Pra Dois,237714,Chill: Brazil (Disc 2)
9943129,Traditional,0.99,Whiskey In The Jar,305005,Garage Inc. (Disc 1)
17900787,Collins/Van Zandt,0.99,Tuesday's Gone,545750,Garage Inc. (Disc 1)
9378873,Molaney/Morris/Roberts/Wainwright,0.99,The More I See,287973,Garage Inc. (Disc 1)
7739042,Queen & David Bowie,0.99,Under Pressure,236617,Greatest Hits II
7876564,Queen,0.99,I Want It All,241684,Greatest Hits II
12664591,Queen,0.99,Innuendo,387761,Greatest Hits II
7911683,,0.99,Brasil,243696,Cássia Eller - Coleção Sem Limite [Disc 2]
8150479,Queen,0.99,Breakthru,249234,Greatest Hits II
8921404,Queen,0.99,Headlong,273057,Greatest Hits II
8192339,Queen,0.99,I'm Going Slightly Mad,248032,Greatest Hits II
8526760,Queen,0.99,The Show Must Go On,263784,Greatest Hits II
7109267,Paul Stanley,0.99,Hard Luck Woman,216032,Greatest Kiss
7045314,"Gene Simmons, S. Coronel",0.99,Goin' Blind,216215,Greatest Kiss
9018078,"Paul Stanley, Vincent Poncia, Desmond Child",0.99,I Was Made For Loving You,271360,Greatest Kiss
5360574,"S. Penridge, Bob Ezrin, Peter Criss",0.99,Beth,166974,Greatest Kiss
6801116,Gene Simmons,0.99,Plaster Caster,207333,Greatest Kiss
9070880,,0.99,Playtime,273580,Heart of the Night
6713066,,0.99,Coroné Antonio Bento,200437,Cássia Eller - Coleção Sem Limite [Disc 2]
9480777,,0.99,J Squared,288757,Heart of the Night
5951736,Billie Joe Armstrong -Words Green Day -Music,0.99,Basket Case,181629,International Superhits
2950224,Billie Joe Armstrong -Words Green Day -Music,0.99,Jaded,90331,International Superhits
5604618,Billie Joe Armstrong -Words Green Day -Music,0.99,Nice Guys Finish Last,170187,International Superhits
14359478,David Coverdale,0.99,River Song,439510,Into The Light
12785876,Bossi/David Coverdale/Earl Slick,0.99,Living On Love,391549,Into The Light
7083012,,0.99,Não Dá Mais Pra Segurar (Explode Coração),219768,Meus Momentos
5130056,,0.99,Eu Apenas Queria Que Voçê Soubesse,155637,Meus Momentos
6453213,,0.99,Um Indio,195944,Minha Historia
11746781,,0.99,Fora Da Ordem,354011,Minha Historia
6383472,,0.99,Música Urbana 2,194899,Cássia Eller - Coleção Sem Limite [Disc 2]
9433620,Orestes Barbosa-Sílvio Caldas,0.99,Chão De Estrelas,284813,Minha História
9050022,Coverdale,0.99,Stormbringer,277133,MK III The Final Concerts [Disc 1]
7972503,Jimmy Page/Robert Plant,0.99,Houses Of The Holy,242494,Physical Graffiti [Disc 1]
9999506,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,0.99,Mangueira,298318,Sambas De Enredo 2001
11634337,Carlos Santana & Dave Matthews,0.99,Love Of My Life,347820,Supernatural
9599353,Carlos Santana & KC Porter,0.99,El Farol,291160,Supernatural
6095524,,0.99,Um Love,181603,The Best of Ed Motta
6222536,Miles Davis,0.99,Jeru,193410,The Essential Miles Davis [Disc 1]
18360449,Miles Davis,0.99,So What,564009,The Essential Miles Davis [Disc 1]
10529483,Miles Davis,0.99,Black Satin,316682,The Essential Miles Davis [Disc 2]
9724145,,0.99,Woman Of The World (Ao Vivo),298919,Cássia Eller - Coleção Sem Limite [Disc 2]
11204006,,0.99,Blue Rythm Fantasy,348212,Up An' Atom
6093124,,0.99,Bop Boogie,189596,Up An' Atom
5550356,,0.99,Onde Anda Você,168437,Vinícius De Moraes - Sem Limite
5676090,,0.99,Samba Da Volta,170631,Vinícius De Moraes - Sem Limite
6771624,,0.99,Canto De Ossanha,204956,Vinícius De Moraes - Sem Limite
4560873,,0.99,Formosa,137482,Vinícius De Moraes - Sem Limite
7927967,,0.99,Minha Namorada,244297,Vinícius De Moraes - Sem Limite
6335548,,0.99,Berimbau,190667,Vinícius De Moraes - Sem Limite
6878359,,0.99,Pot-Pourri N.º 2,211748,Vinícius De Moraes - Sem Limite
5382354,,0.99,Carta Ao Tom 74,162560,Vinícius De Moraes - Sem Limite
10384506,,0.99,Smells Like Teen Spirit (Ao Vivo),316865,Cássia Eller - Sem Limite [Disc 1]
8380320,,0.99,Coração do Agreste (Fafá de Belém),258194,Vozes do MPB
8033885,,0.99,Romaria (Renato Teixeira),244793,Vozes do MPB
4642359,,0.99,Preciso Apender a Viver Só (Maysa),143464,Vozes do MPB
4609835,J. C. Fogerty,0.99,Bad Moon Rising,140146,"Chronicle, Vol. 1"
5521804,J. C. Fogerty,0.99,Down On The Corner,164858,"Chronicle, Vol. 1"
5368701,J. C. Fogerty,0.99,Up Around The Bend,162429,"Chronicle, Vol. 1"
5343807,J. C. Fogerty,0.99,Hey Tonight,162847,"Chronicle, Vol. 1"
9144031,,0.99,Admirável Gado Novo,274390,Cássia Eller - Sem Limite [Disc 1]
7778319,J.C. Fogerty,0.99,It's Just A Thought,237374,"Chronicle, Vol. 2"
8322240,,0.99,Meu Mundo Fica Completo (Com Você),247771,Cássia Eller - Coleção Sem Limite [Disc 2]
7420347,,0.99,Todo Amor Que Houver Nesta Vida,227160,Cássia Eller - Sem Limite [Disc 1]
8549393,,0.99,Socorro,258586,Cássia Eller - Sem Limite [Disc 1]
8701064,Bolin/Coverdale,0.99,I Need Love,263836,Come Taste The Band
6849310,"Blackmore, Gillan, Glover, Lord, Paice",0.99,Into The Fire,210259,Deep Purple In Rock
12643813,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",0.99,No One Came,385880,Fireball
6944928,South,0.99,Hush,213054,Knocking at Your Back Door: The Best Of Deep Purple in the 80's
6195854,,0.99,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),188473,Cássia Eller - Sem Limite [Disc 1]
8981030,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,0.99,Space Truckin',272796,Machine Head
9098561,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.99,A Touch Away,276323,Purpendicular
7328516,"Blackmore, Glover, Turner",0.99,Love Conquers All,227186,Slaves And Masters
6709579,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,0.99,You Can't Do it Right (With the One You Love),203755,Stormbringer
10874679,roger glover,0.99,Ramshackle Man,334445,The Battle Rages On
8523388,,0.99,Two Steps Behind [Acoustic Version],259787,Vault: Def Leppard's Greatest Hits
8150318,,0.99,Rock Of Ages,248424,Vault: Def Leppard's Greatest Hits
21685807,Jim Beard & Jon Herington,0.99,Outbreak,659226,Outbreak
6928434,,0.99,Álibi,213237,Djavan Ao Vivo - Vol. 02
7026441,Djavan,0.99,Oceano,217338,Djavan Ao Vivo - Vol. 1
8001505,Bolin/Coverdale,0.99,Drifter,242834,Come Taste The Band
8684639,,0.99,"Dois Pra Lá, Dois Pra Cá",263026,Elis Regina-Minha História
5531841,,0.99,Casa no Campo,170788,Elis Regina-Minha História
7968525,,0.99,Romaria,242834,Elis Regina-Minha História
6888030,,0.99,Me Deixas Louca,214831,Elis Regina-Minha História
9059416,,0.99,Saudosa Maloca,278125,Elis Regina-Minha História
5243721,,0.99,Madalena,157387,Elis Regina-Minha História
